rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
70,sdgi_05119_3,policy,17,0.447186,,2. 3. 4. 5. 6. 5 thematic “brainstorm” sessions for experts Population surveys on future priorities Consultations with the OECD experts Discussions at the Advisory Council on Development Cooperation Policy Open public consultations Proposals from over 60 institutions and organisations in three coordination rounds 22 public authorities and civil society organisations involved in drafing Countries w,sdgi_LVA_VNR_2018
71,UN_AI_Advisory_Body_Final_Report_2024_0195,policy,17,0.44713,,"in high/upper- 3 Aware of AI causing positive impact middle-income countries?"" 1 2 3 4 5 Increasing economic activity 4% 26% 47% 10% 12% n = 115 3.00 Accelerating scientific discoveries 5% 15% 40% 25% 15% 107 3.31 SDG 3 - Good health and well-being 19% 26% 35% 8% 12% 95 2.67 SDG 4 - Quality education 26% 27% 31% 10% 5% 96 2.42 SDG 11 - Sustainable cities and communities 38% 18% 34% 8% 3% 77 2.19 S",UN_AI_Advisory_Body_Final_Report_2024
72,sdgi_04898_11,policy,16,0.447086,,"Reform of the system of internal afairs bodies has enabled the following achievements: y decrease in the number of sexual violence cases (number of victims of rape in the last 12 months decreased from 0.72 persons per 100,000 in 2015 to 0.46 persons in 2018), including due to higher efciency of preventive activities; y reduction in illicit trafcking of weapons, ammunition and explosive materials:",sdgi_UKR_VNR_2020
73,sdgi_05190_1,policy,17,0.446668,,"17.9 Sweden has increased its support for capacity building in developing countries to implement all the SDGs. For example, Sida has a new strategy for capacity development. 17.10–17.12 Sweden promotes and safeguards free, open, and fair trade and actively promotes the participation of developing countries in world trade. Sweden worked to counter increased protectionism and trade barriers in the l",sdgi_SWE_VNR_2021
74,sdgi_00285_18,policy,1,0.446331,,"This hinders development on land generally for the whole country specifically where issues of access to land, land use and security of tenure are concerned. 23 CHAPTER FOUR Source: External Assistance Report 2019/20 and 2020/21 Target 1.a Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and pred",sdgi_SWZ_VNR_2022
75,SDSN_Sustainable_Development_Report_2025_2038,policy,10,0.445721,,"7 52 2 0 0 2 2 3 1 • • A A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 7 N 1. A 52 N 02 A 2 • • A • SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 70.92023 • • Government spending on health and edu",SDSN_Sustainable_Development_Report_2025
76,sdgi_00970_0,policy,3,0.445491,,"High-Level Political Forum on Sustainable Development 25 4.3-SDG3: Ensure healthy lives and promote wellbeing for all at all ages It is the Government’s vision to ensure a performing, accessible and equitable health system able to give meaning to the right to access health services for all, especially for the vulnerable groups. With an average of 50% households caring for themselves, health facili",sdgi_TGO_VNR_2017
77,sdgi_00998_0,policy,3,0.445461,,"Ensure healthy lives and promote well-being for all at all ages SDG 3 represents beter health for people everywhere. Everyone should be protected against disease, and have access to quali healthcare services and medicaton, without experiencing fnancial hardship. —— 3.1.2 —— Proporton of births atended by skilled health personnel A comparison of 2021 and 2022 shows that the skilled birth atendance",sdgi_ZMB_VNR_2023
78,sdgi_04795_0,policy,16,0.445451,,"SDG 084 16. PEACE, JUSTICE & STRONG INSTITUTIONS Government Efectiveness, Accountability and Political Stability(WGI) 75 percentiles 19/100,000 80% Intentional Homicide per 100,000 % of Women Victims in Domestic Violence Incidents National Security Budget as % of GDP (2019/20) SDG 16: Peace, Justice, and Strong Institutions Promote peaceful and inclusive societies for sustainable development, prov",sdgi_KNA_VNR_2023
79,sdgi_00897_0,policy,3,0.445324,,"The Second Voluntary National Review: Montenegro and Sustainable Development Goals 2016–2021 92 93 The Second Voluntary National Review: Montenegro and Sustainable Development Goals 2016–2021 87 Instrument for Pre-Accession Assistance for Rural Development. 88 According to the UN Common Country Analysis, health expenditures increased from 3.7% of GDP in 2014 to 5.2% in 2018, but they are still amo",sdgi_MNE_VNR_2022
80,UN_SDG_Progress_Report_2020_0033,policy,17,0.445312,,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development Before Covid-19 and aid to net ODA the LDC s rose by totalled but aid $147.4 billion to Africa Global foreign in 2019 rose by direct investment is expected to decline by up to 40% almost 1.3% 2.6% in 2020 unchanged from 2018 from 2018 from 2018 Covid-19 Implications Remittances to low- and midd,UN_SDG_Progress_Report_2020
81,SDSN_Sustainable_Development_Report_2025_0654,policy,12,0.444402,,"8 9 5 0 0 0 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 3 2 2 4 1 • • • • • • D A A A • • Population using safely managed sanitation services (%) 89.72022 • A Ex 1 p 0 o 0 r ,0 ts 0 o 0 f p m o a p j u o l r a c ti o o n n v ) entional weapons (TIV constant million USD per 0.82024 • • SDG7 - Affordable and Clean Energy Press Freedom Index (worst 0-100 best) 84.02025 • D Population with access to electri",SDSN_Sustainable_Development_Report_2025
82,sdgi_03162_1,policy,17,0.444395,,"This target is measured by the percentage of tariff lines applied to imports with zero-tariff for all products. Timor-Leste showed progress in this aspect, increasing from 57.03 in 2015 to 71.42 in 2019. However, the percentage dropped to 55.30 in 2020, suggesting a potential increase in import tariffs. Target 10.b: Total resource flows for development: This indicator measures total assistance for",sdgi_TLS_VNR_2023
83,sdgi_03082_0,policy,10,0.444286,,"| SECOND VOLUNTARY NATIONAL REVIEW REPORT ON THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS - JUNE, 2020 .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 62 4.10 REDUCE INEQUALITIES WITHIN AND AMONG COUNTRIES Indicator 10.4.1: Labour share of GDP, comprising wages and so",sdgi_KEN_VNR_2020
84,SDSN_Sustainable_Development_Report_2025_0257,policy,10,0.444043,,. . . . . 3 2 9 8 2 0 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • A A A A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 6 1 9 5 . . 9 0 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 30 1 . .,SDSN_Sustainable_Development_Report_2025
85,UNDP_2022_Human_Development_Report_2021_2022_Shaping_Our_Future_in_a_Transforming_World_0555,policy,9,0.443864,,"with lower economic growth, investment and trust and embrace a comprehensive vision 80 Andrighetto and Vriens 2022; Szekely and tax revenue (Cerra and others 2021). And of human rights also include updated gover- others 2021. governments that are captured by vested in- nance arrangements to deliver better public 81 See Nunn (2022). terests are liable to hinder societally needed goods, health cover",UNDP_2022_Human_Development_Report_2021_2022_Shaping_Our_Future_in_a_Transforming_World
86,sdgi_01854_7,policy,12,0.443777,,"This objective aims to foster sustainable development and efficient management of natural resources, such as water, soil and air, including by reducing dependency on chemicals. NextGenerationEU, with an investment plan of more than EUR 800 billion, contributes to protecting the natural environment and achieving SDG 6. This includes improving water quality in rivers and seas and reducing waste and",sdgi_EU_VNR_2023
87,OECD_2022_SDGs_in_the_Balance_2022_0062,policy,17,0.443544,,"Not only will this secure a pandemic-related learning losses; to mission as they are at the center much-improved life support system for reimagine education systems for the of an intergenerational transfer and today's people, but it also will secure world of today and tomorrow; and to creation of knowledge for sustainable a sustainable future for tomorrow's revitalize national and global efforts t",OECD_2022_SDGs_in_the_Balance_2022
88,OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity_0016,policy,17,0.443455,, 11 LMIC Lower middle-income country MDB Multilateral development bank ODA Official development assistance ODF Official development finance OOF Other official flows PDB Public development bank PPG Public and publicly guaranteed SDG Sustainable Development Goal SDR Special Drawing Rights SIDS Small island developing states TOSSD Total Official Support for Sustainable Development UMIC Upper middle-,OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity
89,sdgi_04633_3,policy,16,0.443379,,"16.7 ODSBCN-1672 Number of citizen initiatives successfully presented 4 0 2020 "" "" 16.7 ODSBCN-1673 Number of citizen consultations held 0 0 2020 = = 16.7 ODSBCN-1674 Proportion of people who take part in associations or organisations in their neighbourhood 14.0% 10.5% 2021 "" "" 16.7 ODSBCN-1675 Participation in municipal elections 60.6% 66.2% 2019 ! = 16.7 ODSBCN-16101 Result of the annual evaluat",sdgi_ESP_VLR_barcelona_2021
90,sdgi_03429_1,policy,11,0.443321,,"The call for effective and vibrant planning to curb these challenges is important inorder to improve health and sustainable well-being. 84 Target 11.1 By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums The housing and slums challenge deprives urban residents their right to an adequate standard of living and housing. In response, Eswatini ha",sdgi_SWZ_VNR_2022
91,sdgi_00741_3,policy,3,0.443141,,"A joint plan concluded between all Belgian governments aims at improving chronically ill persons’ quality of life 13 in their own environments (family, school, workplace) and in their communities, so they can actively manage their care trajectory. Further tweaks to the health care system are foreseen and indeed necessary in order to improve the general population’s state of health and the chronica",sdgi_BEL_VNR_2017
92,sdgi_02628_2,policy,8,0.443084,,"Increase employment 8.3.1. Employment rate among those aged 20–64, % 64.4 64.2 64.2 65.6 66.9 66.0 68.0 70.0 8.4. Reduce the share of youth not in employment, education or professional training 8.4.1. Share of youth not in employment, education or professional training in the total number of those aged 15–24, % 17.2 17.8 15.9 14.5 – 17.0 16.5 15.5 SECTION 2. PROGRESS TOWARDS ACHIEVEMENT OF SDGs Go",sdgi_UKR_VNR_2020
93,sdgi_00821_0,policy,3,0.443052,,26 | VOLUNTARY NATIONAL REVIEW • FIJI’S PROGRESS IN THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS SDG 3: GOOD HEALTH AND WELL-BEING Ensure healthy lives and promote well-being for all at all ages Overview The 2013 Constitution of the Republic of Fiji mandates that the Fijian Government works to realise the right to good health and well-being for every Fijian. The National Development Pla,sdgi_FJI_VNR_2019
94,SDSN_Sustainable_Development_Report_2025_1248,policy,10,0.443019,,. . . . . 7 8 5 8 3 1 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D D D A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 4 1 5 0 . . 8 5 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 34 1 . .,SDSN_Sustainable_Development_Report_2025
95,sdgi_03536_7,policy,12,0.442969,,"80 Belgian companies joined the Charter for Sustainable Cleaning 14, whose actions encourage the use of environmentally-friendly detergents 15 or lower washing temperatures (I prefer 30 is a partnership between several large companies). And each year, the Institute of Registered Auditors hands out the Awards for Best Belgian Sustainability Report, from 2016 onwards also explicitly focusing on the",sdgi_BEL_VNR_2017
96,SDSN_Sustainable_Development_Report_2025_1893,policy,17,0.442943,,"4 72 2 0 0 2 2 3 1 • • D A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 0 6 . 5 6 . 2 1 2 2 0 0 2 2 3 2 • • G A SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 80.42023 • • Government spending on hea",SDSN_Sustainable_Development_Report_2025
97,sdgi_04569_5,policy,15,0.442807,,"Key national policy initiatives in 2017–2020 The investment in the protection of valuable nature was SEK 1.3 billion in 2017, SEK 1.4 billion in 2018 and almost SEK 1 billion in 2019. The budget for 2020 was SEK 870 million. Investments in measures for valuable nature were almost SEK 1 billion in 2017, SEK 1.2 billion in 2018 and SEK 860 million in 2019. SEK 1 billion 120 Government Ofces of Swede",sdgi_SWE_VNR_2021
98,SDSN_Sustainable_Development_Report_2025_1307,policy,10,0.442733,,. . . . . 9 1 0 8 6 4 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D A A A A S Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 4 1 5 3 . . 6 6 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 36 1 . .,SDSN_Sustainable_Development_Report_2025
99,OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2_0526,policy,17,0.442551,,"The first captures the number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention or torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months. So far, the SDG Global Database includes data for only seven world regions and at the world-level, which is insufficient to be used for this report. The second",OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2
100,sdgi_01946_2,policy,6,0.442547,,"The need to reform, modernize, develop and restructure the water sector has become even more stringent and obvious once Romania became a member of the EU, having to comply with the European Directives 98/83/EC on drinking water quality (by 2015) and 91/271/EC on wastewater treatment (by the end of 2018). For the above reason, Romania is constantly pursuing the achievement of those investments need",sdgi_ROU_VNR_2018
