rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
69,sdgi_00970_0,policy,3,0.449815,,"High-Level Political Forum on Sustainable Development 25 4.3-SDG3: Ensure healthy lives and promote wellbeing for all at all ages It is the Government’s vision to ensure a performing, accessible and equitable health system able to give meaning to the right to access health services for all, especially for the vulnerable groups. With an average of 50% households caring for themselves, health facili",sdgi_TGO_VNR_2017
70,sdgi_00821_0,policy,3,0.449732,,26 | VOLUNTARY NATIONAL REVIEW • FIJI’S PROGRESS IN THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS SDG 3: GOOD HEALTH AND WELL-BEING Ensure healthy lives and promote well-being for all at all ages Overview The 2013 Constitution of the Republic of Fiji mandates that the Fijian Government works to realise the right to good health and well-being for every Fijian. The National Development Pla,sdgi_FJI_VNR_2019
71,UN_SDG_Progress_Report_2024_0119,policy,12,0.449617,,"More countries and companies are stepping up to report on sustainability measures From 2019 to 2023, 62 Member States and the European Union reported 516 social and governance reporting continues to grow, from fewer than 10 a policy instruments to accelerate the transition to sustainable consumption decade ago to 69 in 2022. and production patterns. Half the policies are national road maps or stra",UN_SDG_Progress_Report_2024
72,UN_SDG_Progress_Report_2020_0033,policy,17,0.449328,,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development Before Covid-19 and aid to net ODA the LDC s rose by totalled but aid $147.4 billion to Africa Global foreign in 2019 rose by direct investment is expected to decline by up to 40% almost 1.3% 2.6% in 2020 unchanged from 2018 from 2018 from 2018 Covid-19 Implications Remittances to low- and midd,UN_SDG_Progress_Report_2020
73,SDSN_Sustainable_Development_Report_2025_0163,policy,6,0.449108,,Sustainable Development Report 2025 Financing Sustainable Development to 2030 and Mid-Century Methodology (overview) Table A.4 (continued) Green Red Lower Reference SDG Note Trend Indicator Optimum threshold threshold bound Year Source Elderly poverty rate (% of population aged 66 10 [a] ✓ 3.2 5 25 45.7 2022 OECD or over) Proportion of urban population living in 11 ✓ 0 5 25 90 2022 UN Habitat slum,SDSN_Sustainable_Development_Report_2025
74,sdgi_04988_3,policy,17,0.449068,,"• Increased protection and security. Combating organized crime and terrorism which is listed under the political dialogue component envisaged by CEPA is closely linked to SDGs 4.7, 5.2, 16.1, 16.4, 16.a, while provision of nuclear security relates to SDGs 11, 12.4 and 12.5. Provision of consumers’ protection through improved quality of production and system standards is closely related to SDGs 3.9",sdgi_ARM_VNR_2020
75,sdgi_03919_13,policy,13,0.448388,,"The focal points are responsible for coordinating, monitoring, evaluating and reporting on the development of their sectoral climate action. 210 CLIMATE VOLUNTARY NATIONAL REVIEW 2022 strategies to achieve targets in the NDC. The sectoral scope of this NDC was broadened to include emission reduction targets in the energy, forestry, and land-use sectors. The addition of the land-use sectors and for",sdgi_JAM_VNR_2022
76,sdgi_01854_27,policy,6,0.448218,,"In addition, the minimum environmental requirements and recommendations for EU-funded humanitarian aid operations will beapplied from 2023. These will promote sustainable access to water and limit water over-extraction and pollution ofwater sources from waste. 87Progress in the implementation of the SDGs",sdgi_EU_VNR_2023
77,sdgi_00579_2,policy,2,0.448193,,This will hopefully contribute to the improvement of the situation in two indicators foreseen in this SDG and which were registered for the frst time in statistical terms. ASSESSMENT OF PROGRESS IN THE AUTONOMOUS REGIONS AUTONOMOUS REGION OF AZORES The main planning instruments and policy measures highlighted by the Government of the ARA are:  Implementation of the food donation measure for the m,sdgi_PRT_VNR_2023
78,sdgi_01228_10,policy,5,0.447894,,"Figure 4.3.4 shows the ECCD and GPI for both male and female from 2015 to 2017. Among children aged three to fve in 2016, 49.9 percent of them were males while 50.1 percent were females, showing that girls are slightly advantaged at this level. Figure 4.3.4:Early childhood Care Net enrolment rates by gender Source: Educational Statistics of 2015, 2016 and 2018. Available data indicates that childr",sdgi_LSO_VNR_2019
79,SDSN_Sustainable_Development_Report_2025_1248,policy,10,0.447864,,. . . . . 7 8 5 8 3 1 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D D D A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 4 1 5 0 . . 8 5 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 34 1 . .,SDSN_Sustainable_Development_Report_2025
80,ungdc_004025,policy,13,0.447676,,"At COP 26, we must all, North and South of this vulnerable planet, muster the courage to take bold and ambitious action. We need to keep global warming to as close to 1.5° C as possible. For its part, Ireland will reduce its emissions by 51 per cent by 2030 compared to 2018 levels. Along with our partners in the European Union, we will achieve net neutrality by 2050. It is also critical that we me",ungdc_IRL_76_2021
81,SDSN_Sustainable_Development_Report_2025_0131,policy,17,0.447649,,"0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 9 9 9 9 9 0 0 0 0 0 1 1 1 1 1 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ODA as percent of GNI International target Note: From 1960-2017, ODA as a percentage of GNI, net disbursements; 2018-2024, ODA grant equ",SDSN_Sustainable_Development_Report_2025
82,sdgi_05028_9,policy,17,0.447432,,"A total of EUR 9,8 million was earmarked for this response by two Government Resolutions on the Humanitarian Reaction to the Covid-19 Pandemic in Non-African Priority Countries and Humanitarian Aid and on the Additional Reaction to the Covid-19 Pandemic Focusing on Africa. Youths´ point of view “SDGs cannot be considered only from the viewpoint of the western world. We are not doing good for other",sdgi_CZE_VNR_2021
83,sdgi_01708_3,policy,6,0.447313,,"6.5 - By 2030, implement water resources integrated management at all levels of government, including via cross-border cooperation. 6.6 - By 2020, protect and restore ecosystems related to the water, including mountains, forests, wetlands, rivers, aquifers and lakes, reducing the impacts of human action. 6.b - Support and strengthen the participation of local communities, prioritizing social contr",sdgi_BRA_VLR_pará_2021
84,sdgi_00161_7,policy,8,0.44718,,"The trend is going in the right direction, but the increases do not cancel out the previous cuts. An improved employment rate has benefited the unemployed who are now employed, and the number of people who have been unemployed for over a year almost halved in 2015–2019 (from 122 000 to 63 000). Positive aspects include the reforms taking effect in 2020: restoring the subjective right to day care f",sdgi_FIN_VNR_2020
85,sdgi_04942_0,policy,17,0.447008,,"130 17.2 (and 17.3 and 17.5) Municipal commitment with 0.7% for international cooperation 17.6 and 17.7 are considered to be part of target 9.b 17.9 (and 17.1 and 17.8) Develop international cooperation with regard to training and institutional improvement for the implementation of the SDGs 17.14 From 2021, all municipal government actions must have reports concerning their impact on the 2030 Agen",sdgi_ESP_VLR_barcelona_2021
86,SDSN_Sustainable_Development_Report_2025_1893,policy,8,0.446905,,"4 72 2 0 0 2 2 3 1 • • D A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 0 6 . 5 6 . 2 1 2 2 0 0 2 2 3 2 • • G A SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 80.42023 • • Government spending on hea",SDSN_Sustainable_Development_Report_2025
87,UN_SDG_Progress_Report_2021_0186,policy,17,0.446855,,"on health and other areas and by highlighting the human rights implications of the crisis. They have also combated the spread of inaccurate and misleading information and worked to protect vulnerable groups. In 2020, 82 countries had independent NHRIs that successfully achieved compliance with international standards, a 17 per cent improvement from 2015. One in three LDCs now have 70 an internatio",UN_SDG_Progress_Report_2021
88,SDSN_Sustainable_Development_Report_2025_0810,policy,8,0.446734,,"2 42 2 0 0 2 2 3 1 • • A A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 0 5 . 1 7 . 9 6 2 2 0 0 2 2 3 2 • • A A SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 71.72023 • • Government spending on hea",SDSN_Sustainable_Development_Report_2025
89,sdgi_04856_0,policy,16,0.446284,,"99 TARGETS EVOLUTION 16.1 Signifcantly reduce all forms of violence and related death rates everywhere 16.2 End abuse, exploitation, traffcking and all forms of violence and torture against children 16.3 Promote the rule of law and ensure equal access to justice 16.4 Signifcantly reduce illicit fnancial and arms fows, strengthen the recovery and return of stolen assets and combat all forms of orga",sdgi_PRT_VNR_2023
90,ungdc_004276,policy,17,0.44538,,"On another note, in the fight against HIV and AIDS, Eswatini has continued to employ all means possible to stop the spread of the virus even during this critical time in history. This is evidenced by the achievement of the UNAIDS goal of 95-95- 95, which summarily means 95 percent of people with HIV identified, 95 percent of people with HIV on treatment, and 95 percent of people on treatment viral",ungdc_SWZ_76_2021
91,sdgi_05190_7,policy,17,0.445222,,There is therefore an urgent need to promote the systematic mainstreaming of a youth perspective and in partnership with young people in all aspects of development cooperation. Key national policy initiatives in 2017–2020 • Launch of an export and investment strategy and platform for international sustainable business. Increased focus on human rights at work and anti-corruption. • Stockholm Tax Co,sdgi_SWE_VNR_2021
92,OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2_0024,policy,17,0.445159,,"More details available at: https://www.un.org/sustainabledevelopment/news/communications-material/. The 17 SDGs are underpinned by 169 targets, which in several cases specify the achievements to be accomplished or the policies to be deployed by 2030. To monitor progress towards these targets, in 2015 the United Nations Statistical Commission (StatCom) created the Inter-Agency Expert Group on SDG i",OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2
93,sdgi_05119_3,policy,17,0.445146,,2. 3. 4. 5. 6. 5 thematic “brainstorm” sessions for experts Population surveys on future priorities Consultations with the OECD experts Discussions at the Advisory Council on Development Cooperation Policy Open public consultations Proposals from over 60 institutions and organisations in three coordination rounds 22 public authorities and civil society organisations involved in drafing Countries w,sdgi_LVA_VNR_2018
94,SDSN_Sustainable_Development_Report_2025_0898,policy,10,0.44513,,. . . . . 3 5 0 4 7 7 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D D A A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 5 2 1 9 . . 6 3 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 32 1 . .,SDSN_Sustainable_Development_Report_2025
95,SDSN_Sustainable_Development_Report_2025_1307,policy,10,0.445105,,. . . . . 9 1 0 8 6 4 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D A A A A S Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 4 1 5 3 . . 6 6 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 36 1 . .,SDSN_Sustainable_Development_Report_2025
96,sdgi_01854_7,policy,12,0.445073,,"This objective aims to foster sustainable development and efficient management of natural resources, such as water, soil and air, including by reducing dependency on chemicals. NextGenerationEU, with an investment plan of more than EUR 800 billion, contributes to protecting the natural environment and achieving SDG 6. This includes improving water quality in rivers and seas and reducing waste and",sdgi_EU_VNR_2023
97,ungdc_000824,policy,17,0.444987,,"It is clear that the causes of many of those problems are rooted in years of social neglect and entrenched economic inequities. We cannot resolve them by simply dismissing people’s fears, stereotyping them or resorting to isolationism, xenophobia and protectionism. Our response must be to develop better partnerships and find common ground. Our global challenges demand that we build bridges, not wa",ungdc_KNA_71_2016
98,sdgi_02122_3,policy,7,0.444979,,"SDG 7. ENSURE ACCESS TO AFFORDABLE, RELIABLE, SUSTAINABLE AND MODERN ENERGY FOR ALL The Government of Cabo Verde elected energy security, price stability and reduction of the energy bill as central concerns, duly established in the PEDS, in line with SDGs 7, directives that will materialize through the National Program for Energy Sustainability aiming to make the transition to a secure, effcient a",sdgi_CPV_VNR_2018
99,sdgi_04944_4,policy,17,0.444799,,"17.9 Develop international cooperation with regard to training and institutional improvement for the implementation of the SDGs See 17.2. 17.14 From 2021, all municipal government actions must have reports concerning their impact on the 2030 Agenda and the city’s businesses and organisations must include them in their accountability The alignment of municipal action with the SDGs and the 2030 Agen",sdgi_ESP_VLR_barcelona_2022
100,sdgi_01307_1,policy,4,0.444499,,"It currently stands at 67.8 percent from 74 percent in 2019. Even though completion rates are improving, it is evident that most of the students who start primary education never make it to the final grades of lower secondary education level and this is a major concern for the country. 43 CHAPTER FOUR Source: Annual Education Census reports Figure 22: ECCDE Enrolment Rate 0 20 40 60 80 100 120 Nat",sdgi_SWZ_VNR_2022
