rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
69,https://openalex.org/W3196925403,research,7,-0.224783,Study on Characteristics of the Vibration and Noise of High‐Power Scroll Compressor,"Study on Characteristics of the Vibration and Noise of High‐Power Scroll Compressor. With the rapid development of a high‐power scroll compressor (HSC), the dynamic performance of a scroll compressor has an important impact on the vibration and noise of the whole compressor. So, the dynamic characteristics and structural acoustic radiation characteristics of HSC under dynamic excitation are studie",2021
70,https://openalex.org/W4412485613,research,4,-0.224728,Digital-Twin of a Quadrotor Biplane Tailsitter UAV,Digital-Twin of a Quadrotor Biplane Tailsitter UAV. This paper presents the development and validation of a Digital Twin of a Quadrotor Biplane Tailsitter (QBiT) UAV to accurately capture the vehicle dynamics across multiple flight regimes. The Digital Twin integrates a baseline physics-based model with a neural network trained to predict the residual dynamics not captured by the physics model. Th,2025
71,https://openalex.org/W4400147325,research,14,-0.224663,Guided wave based SHM for loosening detection in bolted lap joints with the application of Neural Networks,"Guided wave based SHM for loosening detection in bolted lap joints with the application of Neural Networks. Bolted and riveted connections are a mainstay in many aerospace, mechanical, and civil engineering applications. Early detection of bolt loosening is essential for ensuring structural integrity and preventing catastrophic failures. Guided wave-based structural health monitoring (SHM) systems",2024
72,https://openalex.org/W4399068570,research,12,-0.224596,Dynamic simulation-assisted Gaussian mixture alignment approach for fault diagnosis of rotation machinery under small samples,"Dynamic simulation-assisted Gaussian mixture alignment approach for fault diagnosis of rotation machinery under small samples. Abstract Obtaining a substantial number of actual samples for rotating machinery in an industrial setting can be challenging, particularly when faulty samples are acquired under hazardous working conditions. The issue of insufficient samples hinders the effective training",2024
73,https://openalex.org/W4376606316,research,13,-0.22427,Methodology Development of a Free-Flight Parameter Estimation Technique Using Physics-Informed Neural Networks,"Methodology Development of a Free-Flight Parameter Estimation Technique Using Physics-Informed Neural Networks. Unstable free-flight rigid body motion, consisting of 3D translational motion and large angular rates about all axes and orientations outside of typical flight envelopes, is a complex dynamical system with significant challenges in modeling and simulation. Current methods in predicting t",2023
74,https://openalex.org/W4392303356,research,12,-0.224204,Hybrid modeling with finite element-analysis-neural network for predicting residual stress in orthogonal cutting of H13,Hybrid modeling with finite element-analysis-neural network for predicting residual stress in orthogonal cutting of H13. Residual stress is an important surface integrity index to evaluate the crack initiation and failure of die surface. The efficient prediction of cutting residual stress can guide the high-quality machining of die and improve its service life. The existing cutting residual stress,2024
75,https://openalex.org/W7117359913,research,12,-0.223924,Numerical simulation and machine learning framework approach for ballistic performance evaluation of aluminium structures,"Numerical simulation and machine learning framework approach for ballistic performance evaluation of aluminium structures. • A comprehensive finite element analysis of high-velocity impacts on aluminum plates was conducted for blunt, hemispherical, and ogival projectile geometries. • Distinct fracture mechanisms-adiabatic shear plugging, petaling, and ductile hole enlargement were identified based",2025
76,https://openalex.org/W4390869999,research,14,-0.223918,Projectile shape optimization using neural network surrogates learnt via exploitation and exploration,Projectile shape optimization using neural network surrogates learnt via exploitation and exploration. Aerodynamic design of projectiles is crucial to ensure that projectiles have the best performance during their flight. Performing aerodynamic design boils down to determining the optimal values of certain design variables of the projectile as the solution of a nonlinear optimization problem invol,2023
77,https://openalex.org/W4384575251,research,7,-0.22384,Sparse broadband beamformer design via proximal optimization Techniques,"Sparse broadband beamformer design via proximal optimization Techniques. Beamforming is one of the most important techniques to enhance the quality of signal in array sensor signal processing, and the performance of a beamformer is usually related to the design of array configuration and beamformer weight.Recently, it was realized that the sparsity of the filter coefficients can reduce the cost of",2023
78,https://openalex.org/W4392047392,research,12,-0.223741,Process Damping Identification Using Bayesian Learning and Time Domain Simulation,"Process Damping Identification Using Bayesian Learning and Time Domain Simulation. Abstract Process damping can provide improved machining productivity by increasing the stability limit at low spindle speeds. While the phenomenon is well known, experimental identification of process damping model parameters can limit pre-process parameter selection that leverages the potential increases in materia",2024
79,https://openalex.org/W4409061442,research,2,-0.223558,Research on Financial Trend Prediction Technology Using LSTM,"Research on Financial Trend Prediction Technology Using LSTM. Aiming at the problems of low price prediction accuracy and difficult model optimization caused by the complex nonlinear dynamics of the stock market, this paper proposes a Bayesian optimization-based Long Short-Term Memory neural network (LSTM) stock price time series prediction method. In this paper, the historical stock prices of She",2024
80,https://openalex.org/W4399729177,research,14,-0.223458,Method and Algorithm of Enrichment of High-Frequency Multidimensional Signals on the Example of Diagnosing the Technical Condition of Centrifugal Pump and Rolling Bearings,"Method and Algorithm of Enrichment of High-Frequency Multidimensional Signals on the Example of Diagnosing the Technical Condition of Centrifugal Pump and Rolling Bearings. This paper is devoted to methods and algorithms of enriching high-frequency multidimensional signals, which are a key aspect of data analysis in the field of equipment condition diagnostics, where high sensitivity to changes in",2024
81,https://openalex.org/W3161400311,research,16,-0.22336,Detection of Bolt Looseness Based on Average Autocorrelation Function,"Detection of Bolt Looseness Based on Average Autocorrelation Function. Bolted connections are widely used in multiple engineering fields including aerospace and mechanical engineering due to their numerous advantages like the ability to bear relatively heavy loads, low costs, easy installation, and implementation. Bolt looseness may lead to costly disasters in industries and some cases of injuries",2021
82,https://openalex.org/W4392437063,research,7,-0.223294,Comparison of different supervised learning algorithms for position analysis of the slider-crank mechanism,"Comparison of different supervised learning algorithms for position analysis of the slider-crank mechanism. Slider-crank mechanisms have a wide range of applications in machine design, primarily for converting rotary motion into reciprocating motion, as seen in internal combustion engines, pumps, compressors, and human-powered vehicles. Due to their widespread usage, analytical and graphical solut",2024
83,https://openalex.org/W4405236458,research,7,-0.22324,Data Augmentation and Deep Learning Methods for Pressure Prediction in Ignition Process of Solid Rocket Motors,"Data Augmentation and Deep Learning Methods for Pressure Prediction in Ignition Process of Solid Rocket Motors. During the ignition process of a solid rocket motor, the pressure changes dramatically and the ignition process is very complex as it includes multiple reactions. Successful completion of the ignition process is essential for the proper operation of solid rocket motors. However, the meas",2024
84,https://openalex.org/W3188854509,research,7,-0.223192,Mathematical Validation of Experimentally Optimised Parameters Used in a Vibration-Based Machine-Learning Model for Fault Diagnosis in Rotating Machines,Mathematical Validation of Experimentally Optimised Parameters Used in a Vibration-Based Machine-Learning Model for Fault Diagnosis in Rotating Machines. Mathematical models have been widely used in the study of rotating machines. Their application in dynamics has eased further research since they can avoid time-consuming and exorbitant experimental processes to simulate different faults. The earl,2021
85,https://openalex.org/W4404601911,research,7,-0.223111,Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model,"Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model. This research aimed to increase the natural frequencies of a non-rotating 2D tri-axial braided composite (2DTBC) fan blade. The investigation utilized a multidisciplinary approach, integrating Artificial Neural Network (ANN) modeling, analytical method, Finite Element (FE) analysis, optim",2024
86,https://openalex.org/W4379054568,research,12,-0.222849,Transfer Learning-Based Coupling of Smoothed Finite Element Method and Physics-Informed Neural Network for Solving Elastoplastic Inverse Problems,"Transfer Learning-Based Coupling of Smoothed Finite Element Method and Physics-Informed Neural Network for Solving Elastoplastic Inverse Problems. In practical engineering applications, there is a high demand for inverting parameters for various materials, and obtaining monitoring data can be costly. Traditional inverse methods often involve tedious computational processes, require significant com",2023
87,https://openalex.org/W4390100789,research,12,-0.222758,Combining Process Modeling and Machine Learning Technology to Predict the Warpage of the Panel-Level Packaging After Debonding,"Combining Process Modeling and Machine Learning Technology to Predict the Warpage of the Panel-Level Packaging After Debonding. Fan-Out Panel-Level Packaging (FO-PLP) has emerged as a high-usage efficiency and cost-effective solution for advanced packaging. However, the challenge of excessive warpage significantly impacts its yield and reliability. To address this issue, this study focuses on anal",2023
88,https://openalex.org/W4401669359,research,7,-0.222745,Data-driven computational mechanics: comparison of model-free and model-based methods in constitutive modeling,"Data-driven computational mechanics: comparison of model-free and model-based methods in constitutive modeling. Abstract In computational homogenization approaches, data-driven methods entail advantages due to their ability to capture complex behavior without assuming a specific material model. Within this domain, constitutive model-based and model-free data-driven methods are distinguished. The f",2024
89,https://openalex.org/W4224587830,research,13,-0.222428,[Retracted] Forecasting Method of Stock Market Volatility Based on Multidimensional Data Fusion,"[Retracted] Forecasting Method of Stock Market Volatility Based on Multidimensional Data Fusion. The volatility of the stock market is related to the vital interests of stockholders and is essential for maintaining a stable financial environment. Through the analysis of data changes, excellent professional traders can extract information about the direction of stock changes, whether it is worth in",2022
90,https://openalex.org/W4407566353,research,7,-0.222306,Power Transformer Vibration Analysis Model Based on Ensemble Learning Algorithm,"Power Transformer Vibration Analysis Model Based on Ensemble Learning Algorithm. The inflow of DC magnetic flux into the core of power transformers under DC bias conditions leads to a significant increase in operational losses, noise levels, and vibration amplitudes, posing substantial threats to the stability and reliability of the power system. To comprehensively examine the effects of DC bias o",2025
91,https://openalex.org/W4383047015,research,14,-0.222263,Scalable method for Bayesian experimental design without integrating over posterior distribution,"Scalable method for Bayesian experimental design without integrating over posterior distribution. We address the computational efficiency in solving the A-optimal Bayesian design of experiments problems for which the observational map is based on partial differential equations and, consequently, is computationally expensive to evaluate. A-optimality is a widely used and easy-to-interpret criterion",2023
92,https://openalex.org/W4387944587,research,9,-0.222223,NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS,"NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS. The main goal of non-stationary time series prediction is the construction, identification, configuration and verification of their models. The efficiency of using machine learning technologies for the analysis of non-stationary time series is shown due to their ability to model complex nonlinear depen",2020
93,https://openalex.org/W4411802015,research,12,-0.222085,An Accelerated Editing Method for Stress Signal on Combine Harvester Chassis Using Wavelet Transform,"An Accelerated Editing Method for Stress Signal on Combine Harvester Chassis Using Wavelet Transform. This paper presents a load spectrum acceleration editing method based on wavelet transform. The principle of the method is to decompose the target signal using wavelet transform to obtain high-frequency wavelet components, which are classified and combined based on their frequency components for a",2025
94,https://openalex.org/W3184118237,research,7,-0.221962,Statistical Learning for Solid Propellant Performance,Statistical Learning for Solid Propellant Performance. View Video Presentation: This paper describes a methodology to rapidly model the performance of solid rocket motors and classify motors according to their geometries using statistical learning approaches. Star grain configurations are considered in this analysis. A variety of statistical learning approaches including neural networks have been,2021
95,https://openalex.org/W4377819394,research,17,-0.221897,Physics-guided identification of Euler-Bernoulli beam PDE model from full-field displacement response with SimultaNeous basis function Approximation and Parameter Estimation (SNAPE),"Physics-guided identification of Euler-Bernoulli beam PDE model from full-field displacement response with SimultaNeous basis function Approximation and Parameter Estimation (SNAPE). Full-field measurements of the continuous spatiotemporal response of the physical processes such as structural vibration or fluid flow generate large datasets. In many scientific fields, such continuous spatiotemporal",2023
96,https://openalex.org/W4313188851,research,7,-0.221892,Improvement of the Semi-Analytical Model of a Tesla Disc Turbine by the Correction of the Velocity Profile,"Improvement of the Semi-Analytical Model of a Tesla Disc Turbine by the Correction of the Velocity Profile. Abstract The paper presents the results of investigations concerning a new analytical model of the flow between the two co-rotating discs. In the elaborated model, an emphasis is put on the different approaches to modelling the radial velocity profile. It was confirmed that its shape deviate",2022
97,https://openalex.org/W4387976116,research,13,-0.221862,Numerical Simulation of Two-Dimensional Turbulent Dilatable Flows in a Fire,"Numerical Simulation of Two-Dimensional Turbulent Dilatable Flows in a Fire. Numerical simulations, based on the theories of computational fluid dynamics and combustion, are currently a powerful tool in the field of fire engineering. Field models allow us to analyze key aspects such as the integrity of buildings and safety. However, it is fundamental to define strategies that allow engineers to ob",2023
98,https://openalex.org/W4391694922,research,7,-0.221671,A neural-network-based model of radio-frequency hollow cathode discharge characterized using particle-in-cell/Monte Carlo collision simulation,A neural-network-based model of radio-frequency hollow cathode discharge characterized using particle-in-cell/Monte Carlo collision simulation. Abstract An understanding of the plasma dynamics of radio-frequency (RF) hollow cathode discharges (HCDs) at low to moderate pressures is important due to their wide range of applications. A HCD consists of a hollow cylindrical cavity in the RF-powered cat,2024
99,https://openalex.org/W4312006804,research,9,-0.22167,DIAGNOSIS METHODS FOR MECHANISMS AND MACHINES BASED ON EMPIRICAL MODE DECOMPOSITION OF A VIBROSIGNAL AND THE WILCOXON TEST,"DIAGNOSIS METHODS FOR MECHANISMS AND MACHINES BASED ON EMPIRICAL MODE DECOMPOSITION OF A VIBROSIGNAL AND THE WILCOXON TEST. Methods for diagnosing mechanisms and machines based on the analysis of vibration signals are considered. In particular, the comparison of various algorithms for analyzing vibration signals in the time and frequency domains was made, methods for selecting diagnostic features",2022
100,https://openalex.org/W4388537336,research,14,-0.221545,Physics-informed neural networks for solving the Helmholtz equation,"Physics-informed neural networks for solving the Helmholtz equation. Discretization-based methods like the finite element method have proven to be effective for solving the Helmholtz equation in computational acoustics. However, it is very challenging to incorporate measured data into the model or infer model input parameters based on observed response data. Machine learning approaches have shown",2023
