rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
71,ungdc_004025,policy,13,0.432944,,"At COP 26, we must all, North and South of this vulnerable planet, muster the courage to take bold and ambitious action. We need to keep global warming to as close to 1.5° C as possible. For its part, Ireland will reduce its emissions by 51 per cent by 2030 compared to 2018 levels. Along with our partners in the European Union, we will achieve net neutrality by 2050. It is also critical that we me",ungdc_IRL_76_2021
72,sdgi_05119_3,policy,17,0.432765,,2. 3. 4. 5. 6. 5 thematic “brainstorm” sessions for experts Population surveys on future priorities Consultations with the OECD experts Discussions at the Advisory Council on Development Cooperation Policy Open public consultations Proposals from over 60 institutions and organisations in three coordination rounds 22 public authorities and civil society organisations involved in drafing Countries w,sdgi_LVA_VNR_2018
73,UN_SDG_Progress_Report_2024_0084,policy,7,0.432741,,"In developing countries rebounded to $15.4 billion, an increase of 25 per cent 2021, 80 per cent of commitments went to 19 countries, a figure rising to 25 over 2021 yet still around half the 2016 peak of $28.5 billion. This declining in 2022. Trends in technology over the last decade have shifted investments trend could impede progress towards Goal 7, especially for the LDCs, LLDCs from hydropowe",UN_SDG_Progress_Report_2024
74,sdgi_03698_3,policy,12,0.432516,,"5/2022/A), with a focus on achieving a reduction in the consumption of plastic bags, increasing awareness of 32 recycling and implementing a pilot beverage packaging deposit project across the ARA;  In this area, initiatives such as the European Waste Prevention Week (EWWR) are promoted, which takes place annually in the Azores. It aims to promote the implementation of awareness-raising actions o",sdgi_PRT_VNR_2023
75,ungdc_003355,policy,17,0.431887,,"These excellent results are also the fruit of major reforms and investments in the health-care sector. In fact, during the 2018-2020 period, we invested around 1.5 billion US dollars in the health sector to support the implementation of Universal Health Coverage. We intend to pursue this virtuous approach in terms of health governance throughout the 2021-2025 period, with an investment of around 3",ungdc_CIV_75_2020
76,sdgi_02227_1,policy,7,0.431506,,"In the period 2016–2021, several energy e fciency programmes were implemented that targeted various sectors, including the residential and public sectors. The values of indicator 7.3.1 – Energy intensity – were not reported in the NSSD 2030 monitoring process. Indicator 7.1.1 – Proportion of the population with access to electricity – is available for 2018 (MICS) and amounted to 99.9%, and 96.4% i",sdgi_MNE_VNR_2022
77,UN_SDG_Progress_Report_2020_0033,policy,17,0.43147,,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development Before Covid-19 and aid to net ODA the LDC s rose by totalled but aid $147.4 billion to Africa Global foreign in 2019 rose by direct investment is expected to decline by up to 40% almost 1.3% 2.6% in 2020 unchanged from 2018 from 2018 from 2018 Covid-19 Implications Remittances to low- and midd,UN_SDG_Progress_Report_2020
78,sdgi_01228_10,policy,5,0.431392,,"Figure 4.3.4 shows the ECCD and GPI for both male and female from 2015 to 2017. Among children aged three to fve in 2016, 49.9 percent of them were males while 50.1 percent were females, showing that girls are slightly advantaged at this level. Figure 4.3.4:Early childhood Care Net enrolment rates by gender Source: Educational Statistics of 2015, 2016 and 2018. Available data indicates that childr",sdgi_LSO_VNR_2019
79,UN_SDG_Progress_Report_2024_0119,policy,12,0.431375,,"More countries and companies are stepping up to report on sustainability measures From 2019 to 2023, 62 Member States and the European Union reported 516 social and governance reporting continues to grow, from fewer than 10 a policy instruments to accelerate the transition to sustainable consumption decade ago to 69 in 2022. and production patterns. Half the policies are national road maps or stra",UN_SDG_Progress_Report_2024
80,SDSN_Sustainable_Development_Report_2025_2038,policy,8,0.431161,,"7 52 2 0 0 2 2 3 1 • • A A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 7 N 1. A 52 N 02 A 2 • • A • SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 70.92023 • • Government spending on health and edu",SDSN_Sustainable_Development_Report_2025
81,ungdc_000822,policy,17,0.431155,,"18/46 16-29553 line in the future. I commend our bigger brothers in our global family, notably China and the United States, for their commitment to this process. I urge the rest of our United Nations family to join them and help save those who urgently require immediate support and action to make it happen. This is an opportunity for us as leaders to push for an early entry into force of the Paris",ungdc_KIR_71_2016
82,ungdc_002908,policy,13,0.431074,,"However, despite those advances, the reports urge us to redouble our efforts urgently. The natural environment is deteriorating at an alarming rate. Sea levels are rising, ocean acidification is accelerating, the last four years have been the hottest on record and 1 million plant and animal species are threatened with extinction. At the same time, the number of people suffering from hunger continu",ungdc_MCO_74_2019
83,OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2_0302,policy,14,0.431043,,"The indicator shows that the average up-take of best practices is around 80% (the target is set at 100% of best practices put in place), with large variations between the different dimensions of the index. The OECD (2020 ) reports that some areas remain [44] insufficiently implemented (transparency over vessel registration and authorisation processes; stringency of transhipment regulation; and mar",OECD_2022_The_Short_and_Winding_Road_to_2030_Measuring_Distance_to_the_SDG_Targets__v2
84,sdgi_04839_17,policy,17,0.430778,,"An Inter-Ministerial Committee (IMC) has been appointed to coordinate this initiative. The OSSAPSDGs chairs the IMC, and the body meets quarterly to review SDGs implementation across the federal MDAs. At the sub-national level, OSSAP-SDGs in partnership with the United Nations Development Programme (UNDP) is working with the 36 States and the FCT to mainstream the priority SDGs into the medium and",sdgi_NGA_VNR_2020
85,SDSN_Sustainable_Development_Report_2025_1248,policy,10,0.430705,,. . . . . 7 8 5 8 3 1 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D D D A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 4 1 5 0 . . 8 5 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 34 1 . .,SDSN_Sustainable_Development_Report_2025
86,SDSN_Sustainable_Development_Report_2025_0131,policy,17,0.430494,,"0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 8 0 2 4 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 9 9 9 9 9 0 0 0 0 0 1 1 1 1 1 2 2 2 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ODA as percent of GNI International target Note: From 1960-2017, ODA as a percentage of GNI, net disbursements; 2018-2024, ODA grant equ",SDSN_Sustainable_Development_Report_2025
87,sdgi_02122_3,policy,7,0.430318,,"SDG 7. ENSURE ACCESS TO AFFORDABLE, RELIABLE, SUSTAINABLE AND MODERN ENERGY FOR ALL The Government of Cabo Verde elected energy security, price stability and reduction of the energy bill as central concerns, duly established in the PEDS, in line with SDGs 7, directives that will materialize through the National Program for Energy Sustainability aiming to make the transition to a secure, effcient a",sdgi_CPV_VNR_2018
88,sdgi_01334_0,policy,4,0.430247,,"26 . SDG 4: Ensure Inclusive and Equitable Quality Education and Promote Lifelong Learning Opportunities for All SDG Targets (Goal 4) NSDP Alignment/Policy Objective Targets (4.1) (4.2) (4.4) (4.b) (4.c) (SOC 2.1) (SOC 2.2) (SOC 2.3) (SOC 2.4) SOC 2.1: Ensure every child, regardless of gender, location, educational needs or circumstances has access to the education system (SDG Indicators 4.1.1, /4",sdgi_VUT_VNR_2019
89,sdgi_05207_8,policy,17,0.43006,,"In 2015, the indicator stood at 0.085 while in 2019, it declined to 0.046. The target value for 2030 which is set based on regional benchmark is at 32. Target 17.9 aims to enhance international support for implementing effective and targeted capacitybuilding in developing countries to support national plans to implement all the SDGs, including through North-South, South-South and triangular cooper",sdgi_TLS_VNR_2023
90,sdgi_01937_0,policy,6,0.429929,,"40 41 SDG 6. CLEAN WATER AND SANITATION Ensure access to water and sanitation for all Overview • By 2030, achieve universal and equitable access to safe and affordable drinking water for all • By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations. PNG has",sdgi_PNG_VNR_2020
91,ungdc_000824,policy,17,0.429898,,"It is clear that the causes of many of those problems are rooted in years of social neglect and entrenched economic inequities. We cannot resolve them by simply dismissing people’s fears, stereotyping them or resorting to isolationism, xenophobia and protectionism. Our response must be to develop better partnerships and find common ground. Our global challenges demand that we build bridges, not wa",ungdc_KNA_71_2016
92,sdgi_02715_3,policy,7,0.429286,,"The programme supports the goal of full electrification of vehicles and of developing and testing intelligent charging infrastructure as well as zero-emission logistics and mobility solutions. In Austria, eMobility has the potential of generating EUR 3.1 billion in added value and 33,900 jobs by 2030. The programme initiative therefore promotes not only health through lower emissions but also sust",sdgi_AUT_VNR_2020
93,sdgi_02066_0,policy,7,0.429269,,"208 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT SDG 7 TARGETS 7�1 By 2030, ensure universal access to affordable, reliable and modern energy services 7�2 By 2030, increase substantially the share of renewable energy in the global energy mix 7�3 By 2030, double the global rate of improvement in energy efciency 7�a By 2030, enhance international cooperation to facilitate access to clean energy research",sdgi_AGO_VNR_2021
94,UNEP_2023_Emissions_Gap_Report_2023_Broken_Record_0038,policy,13,0.428658,,"▶ Nine countries have submitted new or updated since COP 27 has been negligible, progress since the NDCs since COP 27, bringing the total number of adoption of the Paris Agreement at COP 21 is more NDCs that have been updated since the initial NDCs pronounced, although still insufficient to narrow the were submitted in advance of or following the Paris emissions gap. Agreement to 149 (counting the",UNEP_2023_Emissions_Gap_Report_2023_Broken_Record
95,sdgi_01708_3,policy,6,0.42854,,"6.5 - By 2030, implement water resources integrated management at all levels of government, including via cross-border cooperation. 6.6 - By 2020, protect and restore ecosystems related to the water, including mountains, forests, wetlands, rivers, aquifers and lakes, reducing the impacts of human action. 6.b - Support and strengthen the participation of local communities, prioritizing social contr",sdgi_BRA_VLR_pará_2021
96,sdgi_05028_9,policy,17,0.42837,,"A total of EUR 9,8 million was earmarked for this response by two Government Resolutions on the Humanitarian Reaction to the Covid-19 Pandemic in Non-African Priority Countries and Humanitarian Aid and on the Additional Reaction to the Covid-19 Pandemic Focusing on Africa. Youths´ point of view “SDGs cannot be considered only from the viewpoint of the western world. We are not doing good for other",sdgi_CZE_VNR_2021
97,sdgi_00285_18,policy,1,0.428194,,"This hinders development on land generally for the whole country specifically where issues of access to land, land use and security of tenure are concerned. 23 CHAPTER FOUR Source: External Assistance Report 2019/20 and 2020/21 Target 1.a Ensure significant mobilization of resources from a variety of sources, including through enhanced development cooperation, in order to provide adequate and pred",sdgi_SWZ_VNR_2022
98,sdgi_04633_3,policy,17,0.428123,,"16.7 ODSBCN-1672 Number of citizen initiatives successfully presented 4 0 2020 "" "" 16.7 ODSBCN-1673 Number of citizen consultations held 0 0 2020 = = 16.7 ODSBCN-1674 Proportion of people who take part in associations or organisations in their neighbourhood 14.0% 10.5% 2021 "" "" 16.7 ODSBCN-1675 Participation in municipal elections 60.6% 66.2% 2019 ! = 16.7 ODSBCN-16101 Result of the annual evaluat",sdgi_ESP_VLR_barcelona_2021
99,sdgi_04753_0,policy,16,0.428114,,"136 SDG 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels. The most significant measures are the Act on Equality between Women and Men (Act 11/2016), the LGBTi Act (Act 8/2016), and the Code of Ethics of the Government of the Balearic Islands, which is mandatory for t",sdgi_ESP_VNR_2018
100,sdgi_04569_5,policy,15,0.428101,,"Key national policy initiatives in 2017–2020 The investment in the protection of valuable nature was SEK 1.3 billion in 2017, SEK 1.4 billion in 2018 and almost SEK 1 billion in 2019. The budget for 2020 was SEK 870 million. Investments in measures for valuable nature were almost SEK 1 billion in 2017, SEK 1.2 billion in 2018 and SEK 860 million in 2019. SEK 1 billion 120 Government Ofces of Swede",sdgi_SWE_VNR_2021
